,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,2nd Flr SF,Low Qual Fin SF,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Garage Cars Garage Area,Garage Cars Gr Liv Area,Garage Cars TotRms AbvGrd,Garage Cars Total Bsmt SF,Garage Cars 1st Flr SF,Garage Cars Bedroom AbvGr,Garage Cars TotRms AbvGrd,Garage Area Gr Liv Area,Garage Area TotRms AbvGrd,Garage Area Total Bsmt SF,Garage Area 1st Flr SF,Garage Area Bedroom AbvGr,Garage Area TotRms AbvGrd,Gr Liv Area TotRms AbvGrd,Gr Liv Area Total Bsmt SF,Gr Liv Area 1st Flr SF,Gr Liv Area Bedroom AbvGr,Gr Liv Area TotRms AbvGrd,TotRms AbvGrd Total Bsmt SF,TotRms AbvGrd 1st Flr SF,TotRms AbvGrd Bedroom AbvGr,TotRms AbvGrd TotRms AbvGrd,Total Bsmt SF 1st Flr SF,Total Bsmt SF Bedroom AbvGr,Total Bsmt SF TotRms AbvGrd,1st Flr SF Bedroom AbvGr,1st Flr SF TotRms AbvGrd,Bedroom AbvGr TotRms AbvGrd
443,1520,30,RL,60.0,7290,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1228.0,GasA,Ex,Y,SBrkr,0,0,0.0,0.0,2,0,1,TA,Typ,1,Gd,Attchd,Unf,TA,TA,Y,0,0,90,0,0,0,,,,0,4,2008,WD ,168000.0,312.0,1424.0,7.0,1228.0,1424.0,2.0,7.0,444288.0,2184.0,383136.0,444288.0,624.0,2184.0,9968.0,1748672.0,2027776.0,2848.0,9968.0,8596.0,9968.0,14.0,49.0,1748672.0,2456.0,8596.0,2848.0,9968.0,14.0
444,1665,60,RL,0.0,7472,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626.0,Unf,0.0,99.0,GasA,Gd,Y,SBrkr,754,0,1.0,0.0,1,1,1,Gd,Typ,0,,Attchd,Fin,TA,TA,Y,0,32,0,0,0,0,,,,0,6,2007,WD ,184000.0,968.0,2958.0,14.0,1450.0,1450.0,8.0,14.0,715836.0,3388.0,350900.0,350900.0,1936.0,3388.0,10353.0,1072275.0,1072275.0,5916.0,10353.0,5075.0,5075.0,28.0,49.0,525625.0,2900.0,5075.0,2900.0,5075.0,28.0
445,2635,190,RL,70.0,7000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,953.0,Unf,0.0,72.0,GasA,TA,Y,SBrkr,0,0,1.0,0.0,1,0,1,TA,Typ,0,,,NA,NA,NA,Y,96,80,0,0,0,0,,,,0,3,2006,WD ,124000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6150.0,1050625.0,1050625.0,3075.0,6150.0,6150.0,6150.0,18.0,36.0,1050625.0,3075.0,6150.0,3075.0,6150.0,18.0
446,581,20,RL,0.0,11717,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1442.0,GasA,TA,Y,SBrkr,0,0,0.0,0.0,2,0,1,TA,Typ,1,TA,Attchd,RFn,TA,TA,Y,371,0,0,0,0,0,,,,0,2,2009,WD ,185000.0,1230.0,2884.0,12.0,2884.0,2884.0,4.0,12.0,886830.0,3690.0,886830.0,886830.0,1230.0,3690.0,8652.0,2079364.0,2079364.0,2884.0,8652.0,8652.0,8652.0,12.0,36.0,2079364.0,2884.0,8652.0,2884.0,8652.0,12.0
447,2435,60,RL,106.0,11194,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1406.0,GasA,Ex,Y,SBrkr,482,0,0.0,0.0,2,1,1,Gd,Typ,1,TA,Attchd,RFn,TA,TA,Y,188,124,0,0,0,0,,,,0,11,2006,WD ,230500.0,1008.0,3872.0,14.0,2812.0,2908.0,6.0,14.0,975744.0,3528.0,708624.0,732816.0,1512.0,3528.0,13552.0,2722016.0,2814944.0,5808.0,13552.0,9842.0,10178.0,21.0,49.0,2044324.0,4218.0,9842.0,4362.0,10178.0,21.0
448,2799,60,RL,90.0,11250,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,TA,TA,PConc,Gd,TA,Mn,ALQ,796.0,Unf,0.0,258.0,GasA,Ex,Y,SBrkr,869,0,0.0,1.0,2,1,1,Gd,Typ,1,TA,Attchd,RFn,TA,TA,Y,128,84,0,0,0,0,,,,0,5,2006,WD ,227000.0,1665.0,5817.0,24.0,3162.0,3210.0,9.0,24.0,1076145.0,4440.0,584970.0,593850.0,1665.0,4440.0,15512.0,2043706.0,2074730.0,5817.0,15512.0,8432.0,8560.0,24.0,64.0,1127780.0,3162.0,8432.0,3210.0,8560.0,24.0
449,883,60,RL,64.0,8633,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193.0,Unf,0.0,545.0,GasA,Ex,Y,SBrkr,738,0,1.0,0.0,2,1,1,Gd,Typ,0,,Attchd,Fin,TA,TA,Y,100,35,0,0,0,0,,,,0,2,2009,WD ,173500.0,1080.0,2952.0,14.0,1476.0,1476.0,6.0,14.0,797040.0,3780.0,398520.0,398520.0,1620.0,3780.0,10332.0,1089288.0,1089288.0,4428.0,10332.0,5166.0,5166.0,21.0,49.0,544644.0,2214.0,5166.0,2214.0,5166.0,21.0
450,2537,85,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,744.0,Unf,0.0,89.0,GasA,Gd,Y,SBrkr,0,0,1.0,0.0,1,0,1,TA,Typ,0,,Attchd,RFn,TA,TA,Y,143,0,0,0,0,0,,,,0,8,2006,WD ,140000.0,326.0,898.0,6.0,833.0,898.0,3.0,6.0,292748.0,1956.0,271558.0,292748.0,978.0,1956.0,5388.0,748034.0,806404.0,2694.0,5388.0,4998.0,5388.0,18.0,36.0,748034.0,2499.0,4998.0,2694.0,5388.0,18.0
451,1120,20,RL,87.0,10037,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,666.0,Unf,0.0,794.0,GasA,Ex,Y,SBrkr,0,0,0.0,0.0,2,0,1,Gd,Typ,1,Gd,Attchd,Fin,TA,TA,Y,0,20,0,0,0,0,,,,0,8,2008,WD ,247000.0,960.0,2920.0,12.0,2920.0,2920.0,6.0,12.0,700800.0,2880.0,700800.0,700800.0,1440.0,2880.0,8760.0,2131600.0,2131600.0,4380.0,8760.0,8760.0,8760.0,18.0,36.0,2131600.0,4380.0,8760.0,4380.0,8760.0,18.0
452,774,85,RL,0.0,8014,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,456.0,Unf,0.0,0.0,GasA,TA,Y,SBrkr,0,0,0.0,1.0,1,0,1,TA,Typ,1,Fa,Basment,Fin,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2009,WD ,149900.0,1008.0,2068.0,10.0,912.0,2068.0,6.0,10.0,521136.0,2520.0,229824.0,521136.0,1512.0,2520.0,5170.0,471504.0,1069156.0,3102.0,5170.0,2280.0,5170.0,15.0,25.0,471504.0,1368.0,2280.0,3102.0,5170.0,15.0
453,1447,20,RL,0.0,12250,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,781.0,Unf,0.0,83.0,GasA,Ex,Y,SBrkr,0,0,1.0,0.0,1,0,1,TA,Typ,0,,Attchd,Unf,TA,TA,Y,211,0,280,0,0,0,,,,0,5,2008,WD ,158000.0,1056.0,2348.0,10.0,1728.0,2348.0,6.0,10.0,619872.0,2640.0,456192.0,619872.0,1584.0,2640.0,5870.0,1014336.0,1378276.0,3522.0,5870.0,4320.0,5870.0,15.0,25.0,1014336.0,2592.0,4320.0,3522.0,5870.0,15.0
454,104,160,FV,0.0,2403,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,244.0,Unf,0.0,286.0,GasA,Ex,Y,SBrkr,550,0,0.0,0.0,2,1,1,Gd,Typ,0,,Attchd,RFn,TA,TA,Y,0,50,0,0,0,0,,,,0,6,2010,WD ,147110.0,992.0,2160.0,8.0,1060.0,1060.0,4.0,8.0,535680.0,1984.0,262880.0,262880.0,992.0,1984.0,4320.0,572400.0,572400.0,2160.0,4320.0,2120.0,2120.0,8.0,16.0,280900.0,1060.0,2120.0,1060.0,2120.0,8.0
455,2694,50,RM,50.0,8600,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,GasA,TA,Y,SBrkr,596,0,0.0,0.0,2,0,1,TA,Typ,1,Gd,Detchd,Unf,TA,TA,N,0,0,0,0,0,0,,,,0,6,2006,WD ,119500.0,198.0,1376.0,7.0,780.0,780.0,3.0,7.0,272448.0,1386.0,154440.0,154440.0,594.0,1386.0,9632.0,1073280.0,1073280.0,4128.0,9632.0,5460.0,5460.0,21.0,49.0,608400.0,2340.0,5460.0,2340.0,5460.0,21.0
456,920,50,RL,60.0,13680,Pave,,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,728.0,Unf,0.0,112.0,GasA,Ex,Y,SBrkr,727,0,1.0,0.0,1,1,1,TA,Min2,2,TA,Detchd,Unf,TA,TA,Y,0,21,150,0,0,0,,GdPrv,,0,2,2009,WD ,205000.0,880.0,3134.0,12.0,1680.0,1680.0,4.0,12.0,689480.0,2640.0,369600.0,369600.0,880.0,2640.0,9402.0,1316280.0,1316280.0,3134.0,9402.0,5040.0,5040.0,12.0,36.0,705600.0,1680.0,5040.0,1680.0,5040.0,12.0
457,1951,70,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,1999,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,Unf,0.0,Unf,0.0,736.0,GasA,Ex,Y,SBrkr,783,0,0.0,0.0,1,1,1,Gd,Typ,0,,,NA,NA,NA,N,0,112,0,0,0,0,,,,0,7,2007,WD ,148000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9204.0,1129024.0,1152034.0,4602.0,9204.0,4416.0,4506.0,18.0,36.0,552736.0,2208.0,4416.0,2253.0,4506.0,18.0
458,9,120,RL,39.0,5389,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180.0,Unf,0.0,415.0,GasA,Ex,Y,SBrkr,0,0,1.0,0.0,2,0,1,Gd,Typ,1,TA,Attchd,RFn,TA,TA,Y,237,152,0,0,0,0,,,,0,3,2010,WD ,236500.0,1216.0,3232.0,10.0,3190.0,3232.0,4.0,10.0,982528.0,3040.0,969760.0,982528.0,1216.0,3040.0,8080.0,2577520.0,2611456.0,3232.0,8080.0,7975.0,8080.0,10.0,25.0,2577520.0,3190.0,7975.0,3232.0,8080.0,10.0
459,2848,50,RL,60.0,10890,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,930.0,Unf,0.0,128.0,GasA,TA,Y,SBrkr,493,0,1.0,0.0,2,0,1,Fa,Typ,0,,Detchd,Unf,Fa,TA,Y,0,0,0,0,0,0,,MnPrv,,0,7,2006,WD ,137000.0,240.0,1551.0,6.0,1058.0,1058.0,3.0,6.0,372240.0,1440.0,253920.0,253920.0,720.0,1440.0,9306.0,1640958.0,1640958.0,4653.0,9306.0,6348.0,6348.0,18.0,36.0,1119364.0,3174.0,6348.0,3174.0,6348.0,18.0
460,614,20,RL,68.0,9768,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,100.0,ALQ,247.0,613.0,GasA,Gd,Y,SBrkr,0,0,1.0,0.0,1,0,1,TA,Typ,0,,Attchd,RFn,TA,TA,Y,0,70,0,0,0,0,,MnPrv,,0,2,2009,WD ,122000.0,330.0,960.0,5.0,960.0,960.0,2.0,5.0,316800.0,1650.0,316800.0,316800.0,660.0,1650.0,4800.0,921600.0,921600.0,1920.0,4800.0,4800.0,4800.0,10.0,25.0,921600.0,1920.0,4800.0,1920.0,4800.0,10.0
461,1736,20,RL,73.0,8993,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1302.0,GasA,Ex,Y,SBrkr,0,0,0.0,0.0,2,0,1,Gd,Typ,0,,Attchd,Fin,TA,TA,Y,0,22,0,0,0,0,,,,0,8,2007,New,176485.0,872.0,2604.0,12.0,2604.0,2604.0,6.0,12.0,567672.0,2616.0,567672.0,567672.0,1308.0,2616.0,7812.0,1695204.0,1695204.0,3906.0,7812.0,7812.0,7812.0,18.0,36.0,1695204.0,3906.0,7812.0,3906.0,7812.0,18.0
462,2686,30,RL,50.0,11672,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,GasA,TA,Y,FuseA,0,0,0.0,0.0,1,0,1,TA,Typ,0,,Detchd,Unf,Fa,Fa,N,168,0,112,0,0,0,,,,0,7,2006,WD ,109000.0,210.0,816.0,4.0,816.0,816.0,2.0,4.0,171360.0,840.0,171360.0,171360.0,420.0,840.0,3264.0,665856.0,665856.0,1632.0,3264.0,3264.0,3264.0,8.0,16.0,665856.0,1632.0,3264.0,1632.0,3264.0,8.0
463,2257,120,RM,0.0,9763,Pave,,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,Gd,TA,PConc,Gd,TA,No,GLQ,1102.0,ALQ,72.0,328.0,GasA,Ex,Y,SBrkr,0,0,1.0,0.0,1,1,1,Gd,Typ,1,TA,Attchd,Fin,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2007,WD ,330000.0,286.0,1502.0,5.0,1502.0,1502.0,1.0,5.0,429572.0,1430.0,429572.0,429572.0,286.0,1430.0,7510.0,2256004.0,2256004.0,1502.0,7510.0,7510.0,7510.0,5.0,25.0,2256004.0,1502.0,7510.0,1502.0,7510.0,5.0
464,1284,20,RM,56.0,9836,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,96.0,Unf,0.0,96.0,GasA,Gd,N,SBrkr,0,0,1.0,0.0,1,0,1,TA,Typ,0,,Detchd,Unf,TA,TA,Y,0,175,0,0,0,0,,,,0,12,2008,WD ,143000.0,308.0,1133.0,7.0,192.0,1133.0,3.0,7.0,348964.0,2156.0,59136.0,348964.0,924.0,2156.0,7931.0,217536.0,1283689.0,3399.0,7931.0,1344.0,7931.0,21.0,49.0,217536.0,576.0,1344.0,3399.0,7931.0,21.0
465,1765,60,RL,89.0,10557,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,672.0,Unf,0.0,736.0,GasA,Ex,Y,SBrkr,1407,0,1.0,0.0,2,1,1,Gd,Typ,1,TA,Attchd,Fin,TA,TA,Y,108,87,0,0,0,0,,,,0,7,2007,WD ,410000.0,2418.0,9234.0,27.0,4224.0,5013.0,12.0,27.0,2480868.0,7254.0,1134848.0,1346826.0,3224.0,7254.0,27702.0,4333824.0,5143338.0,12312.0,27702.0,12672.0,15039.0,36.0,81.0,2352768.0,5632.0,12672.0,6684.0,15039.0,36.0
466,1811,60,RL,70.0,8462,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,814.0,Unf,0.0,114.0,GasA,Ex,Y,SBrkr,785,0,0.0,1.0,2,1,1,Gd,Typ,0,,Attchd,RFn,TA,TA,Y,300,87,0,0,0,0,,,,0,7,2007,WD ,201000.0,942.0,3442.0,14.0,1856.0,1872.0,6.0,14.0,810591.0,3297.0,437088.0,440856.0,1413.0,3297.0,12047.0,1597088.0,1610856.0,5163.0,12047.0,6496.0,6552.0,21.0,49.0,868608.0,2784.0,6496.0,2808.0,6552.0,21.0
467,2603,50,RL,60.0,10818,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,1077.0,GasA,TA,Y,FuseA,779,0,0.0,0.0,1,1,1,TA,Typ,1,TA,Detchd,Unf,Fa,TA,Y,120,0,96,0,0,0,,,,0,2,2006,COD,80000.0,1296.0,3520.0,14.0,2154.0,1962.0,8.0,14.0,1140480.0,4536.0,697896.0,635688.0,2592.0,4536.0,12320.0,1895520.0,1726560.0,7040.0,12320.0,7539.0,6867.0,28.0,49.0,1056537.0,4308.0,7539.0,3924.0,6867.0,28.0
468,2220,70,RL,61.0,7259,Pave,,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774.0,LwQ,150.0,104.0,GasA,Ex,Y,SBrkr,884,0,1.0,0.0,2,1,1,Gd,Typ,1,TA,Detchd,Unf,TA,TA,Y,224,0,0,0,0,0,,MnPrv,,0,7,2007,WD ,259500.0,180.0,2320.0,9.0,1028.0,1436.0,3.0,9.0,417600.0,1620.0,185040.0,258480.0,540.0,1620.0,20880.0,2384960.0,3331520.0,6960.0,20880.0,9252.0,12924.0,27.0,81.0,1476208.0,3084.0,9252.0,4308.0,12924.0,27.0
469,2273,60,RL,0.0,11800,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,766.0,Unf,0.0,356.0,GasA,Ex,Y,SBrkr,1340,0,1.0,0.0,3,1,1,Gd,Typ,1,Gd,BuiltIn,Fin,TA,TA,Y,143,32,0,0,0,0,,,,0,7,2007,WD ,279900.0,904.0,4972.0,20.0,2244.0,2292.0,10.0,20.0,1123672.0,4520.0,507144.0,517992.0,2260.0,4520.0,24860.0,2789292.0,2848956.0,12430.0,24860.0,11220.0,11460.0,50.0,100.0,1285812.0,5610.0,11220.0,5730.0,11460.0,50.0
470,163,20,RL,75.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340.0,Rec,906.0,0.0,GasA,Ex,Y,SBrkr,0,0,1.0,0.0,1,1,1,Gd,Typ,0,,Attchd,RFn,TA,TA,Y,218,0,0,0,0,0,,GdPrv,,0,5,2010,WD ,154000.0,305.0,1246.0,6.0,1246.0,1246.0,3.0,6.0,380030.0,1830.0,380030.0,380030.0,915.0,1830.0,7476.0,1552516.0,1552516.0,3738.0,7476.0,7476.0,7476.0,18.0,36.0,1552516.0,3738.0,7476.0,3738.0,7476.0,18.0
471,2116,50,RL,0.0,159000,Pave,,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697.0,Unf,0.0,747.0,GasA,Gd,Y,SBrkr,700,0,0.0,1.0,2,0,1,Gd,Typ,2,TA,Attchd,Fin,TA,TA,Y,0,98,0,0,0,0,,,Shed,500,6,2007,WD ,277000.0,778.0,4288.0,14.0,2888.0,2888.0,8.0,14.0,834016.0,2723.0,561716.0,561716.0,1556.0,2723.0,15008.0,3095936.0,3095936.0,8576.0,15008.0,10108.0,10108.0,28.0,49.0,2085136.0,5776.0,10108.0,5776.0,10108.0,28.0
472,2734,50,RL,62.0,6488,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,230.0,Unf,0.0,569.0,GasA,Ex,N,FuseA,351,0,0.0,0.0,1,0,1,TA,Mod,2,TA,BuiltIn,Unf,TA,TA,Y,264,0,0,0,0,0,,,,0,3,2006,WD ,128000.0,215.0,1150.0,6.0,799.0,799.0,3.0,6.0,247250.0,1290.0,171785.0,171785.0,645.0,1290.0,6900.0,918850.0,918850.0,3450.0,6900.0,4794.0,4794.0,18.0,36.0,638401.0,2397.0,4794.0,2397.0,4794.0,18.0
473,426,20,RL,110.0,14230,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1566.0,GasA,Ex,Y,SBrkr,0,0,0.0,0.0,2,0,1,Gd,Typ,1,Gd,Attchd,RFn,TA,TA,Y,0,56,0,0,0,0,,,,0,7,2009,WD ,256300.0,2670.0,4800.0,21.0,4698.0,4800.0,9.0,21.0,1424000.0,6230.0,1393740.0,1424000.0,2670.0,6230.0,11200.0,2505600.0,2560000.0,4800.0,11200.0,10962.0,11200.0,21.0,49.0,2505600.0,4698.0,10962.0,4800.0,11200.0,21.0
474,2216,50,RL,110.0,7810,Pave,,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,189.0,Unf,0.0,741.0,GasA,Ex,Y,SBrkr,525,0,0.0,0.0,2,0,1,Gd,Typ,1,TA,Detchd,Unf,Fa,TA,Y,0,40,0,0,0,0,,,,0,11,2007,WD ,188000.0,231.0,1755.0,7.0,930.0,1230.0,4.0,7.0,405405.0,1617.0,214830.0,284130.0,924.0,1617.0,12285.0,1632150.0,2158650.0,7020.0,12285.0,6510.0,8610.0,28.0,49.0,1143900.0,3720.0,6510.0,4920.0,8610.0,28.0
475,2900,20,RL,85.0,14331,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,0.0,526.0,GasA,Ex,Y,SBrkr,0,0,1.0,0.0,2,0,1,Gd,Typ,1,Gd,Attchd,Fin,TA,TA,Y,270,78,0,0,0,0,,,,0,5,2006,WD ,312500.0,2295.0,5400.0,21.0,5400.0,5400.0,9.0,21.0,1377000.0,5355.0,1377000.0,1377000.0,2295.0,5355.0,12600.0,3240000.0,3240000.0,5400.0,12600.0,12600.0,12600.0,21.0,49.0,3240000.0,5400.0,12600.0,5400.0,12600.0,21.0
476,97,160,FV,30.0,3182,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,GasA,Ex,Y,SBrkr,600,0,0.0,0.0,2,1,1,Gd,Typ,0,,Detchd,RFn,TA,TA,Y,0,172,0,0,0,0,,,,0,6,2010,WD ,151000.0,960.0,2400.0,8.0,1200.0,1200.0,4.0,8.0,576000.0,1920.0,288000.0,288000.0,960.0,1920.0,4800.0,720000.0,720000.0,2400.0,4800.0,2400.0,2400.0,8.0,16.0,360000.0,1200.0,2400.0,1200.0,2400.0,8.0
